player_name,runs,balls,wickets,boundaries,strike_rate
MNK Fernando,5,8,0,1,62.5
LU Igalagamage,0,3,0,0,0.0
Shahadat Hossain,40,141,2,3,28.37
Jaker Ali,271,230,0,28,117.83
R Mondol,2,50,4,0,4.0
Sumon Khan,0,12,0,0,0.0
Mahmudul Hasan Joy,5,12,0,0,41.67
Mrittunjoy Chowdhury,5,18,0,0,27.78
Shahbaz Ahmed,4,36,2,0,11.11
Hasan Murad,0,12,0,0,0.0
Zubaid Akbari,5,8,0,1,62.5
Mohammad Ahnaff,163,132,0,19,123.48
KTK Rodrigo,236,240,0,25,98.33
Umair Sharif,20,62,1,1,32.26
Khalander Mustafa,11,48,4,1,22.92
Nimish Lathief,90,265,7,9,33.96
Waqar Ul Hassan,135,119,0,14,113.45
Mirza Ahmed,3,51,3,0,5.88
Shaof Hassan,140,106,0,17,132.08
DS Bajwa,239,221,1,30,108.14
C Trott,5,12,0,0,41.67
C Outerbridge,5,61,4,0,8.2
LR Gaonkar,47,81,1,2,58.02
ROC Dunka,17,86,3,0,19.77
JKC Ahir,23,71,0,1,32.39
AR Naidoo,58,75,0,3,77.33
Abdulla Bhoola,8,12,0,1,66.67
Mahmad Data,0,12,0,0,0.0
KA Bazil,5,78,2,0,6.41
IIR Bhana,1,3,0,0,33.33
M Manivannan,6,26,0,1,23.08
M Walker,3,21,1,0,14.29
N Benjamin,23,168,9,0,13.69
J Peter,5,14,0,0,35.71
P Nedeljkovic,45,183,5,3,24.59
Milad Momend,21,144,6,1,14.58
T Martin,106,93,2,13,113.98
H Virdee,1,13,1,0,7.69
J Pant,43,30,0,5,143.33
A Sawyer,2,14,0,0,14.29
Muhammad Nadir,139,729,25,9,19.07
Babar Ali,11,20,0,0,55.0
B Williams,1,9,0,0,11.11
Y Jalloh,8,20,0,0,40.0
A Kainessie,41,67,0,2,61.19
Hamza Khan,285,274,0,27,104.01
Syed Aqeel Israr,37,191,8,1,19.37
Nurudeen Ibrahim,0,2,0,0,0.0
JA Miranda,14,37,0,0,37.84
Camila Valdes,10,78,2,0,12.82
Esperanza Rubio,32,87,3,0,36.78
Emilia Toro,17,38,0,0,44.74
Constanza Oyarce,21,70,0,0,30.0
Sofia Mardones,18,66,2,0,27.27
Maria Salazar,5,7,0,0,71.43
Florencia Martinez,27,61,0,0,44.26
Franchesca Moya,0,5,0,0,0.0
Yadhira Nunez,3,7,0,0,42.86
Sofia Araya,0,2,0,0,0.0
Francesca Galan,3,5,1,0,60.0
Constanza Vergara,7,19,0,0,36.84
Martina Quinn,9,15,0,0,60.0
Khalid Shah,125,112,0,16,111.61
SM Dhakal,2,37,1,0,5.41
M Coetzee,533,393,0,83,135.62
Pratis GC,30,222,8,0,13.51
J Giyanani,3,27,0,0,11.11
Guillermo Aburto,8,38,1,1,21.05
Pratik Singh Bais,28,216,16,0,12.96
John Bartlett,8,24,0,0,33.33
Amit Uniyal,13,58,1,0,22.41
Shoaib Rafiq,39,174,12,3,22.41
Simon Shalders,23,37,0,2,62.16
Shantanu Kaveri,145,229,7,11,63.32
Luis Hermida,66,135,6,4,48.89
Anthony Roe,16,38,0,2,42.11
Shashikant Laxman,67,203,8,6,33.0
Edward Taylor,35,101,2,1,34.65
Praveen Santhanakrishnan,120,143,0,14,83.92
Nelson Jesus Navarrete Aburto,1,8,0,0,12.5
Alex Carthew,14,42,1,0,33.33
Bhargav Narasimha,1,7,1,0,14.29
Tarun Sharma,37,43,0,3,86.05
Puneet Arora,60,56,0,7,107.14
Kaushal Kumar,84,90,0,10,93.33
Alfredo Puentes,10,21,0,0,47.62
Santiago Duggan,2,32,0,0,6.25
Lucas Rossi,24,50,5,3,48.0
Guido Angeletti,42,81,5,4,51.85
Harprit Singh,2,20,1,0,10.0
Mario Ovalle,2,8,0,0,25.0
Oliver Rowe,2,14,1,0,14.29
Benjamin Constanzo,4,8,0,0,50.0
Ignacio Lisboa,2,6,0,0,33.33
A Dalzell,10,164,7,0,6.1
NR Welch,100,94,0,13,106.38
H Klazinge,16,117,12,0,13.68
Sumaiya Akter,4,3,0,1,133.33
A Chaudhary,58,126,3,5,46.03
TO Thilappan,8,67,1,0,11.94
R Kalimuthu,57,331,25,3,17.22
PS Athavale,382,299,0,49,127.76
D Sheeli,24,17,0,4,141.18
AR Menon,2,11,0,0,18.18
H Bharadwaj,12,284,19,0,4.23
S Ishaque,10,71,5,1,14.08
SR Patil,46,381,22,2,12.07
Sukhdeep Singh,18,16,0,1,112.5
F Mutua,46,233,18,1,19.74
RR Sharan,305,514,9,36,59.34
Manish Sharma,30,114,3,3,26.32
US Hathinjar,257,275,3,29,93.45
DK Shetty,13,99,5,0,13.13
Luqman Butt,516,607,9,68,85.01
Lakshit Gupta,212,256,1,20,82.81
E Beukes,231,231,4,29,100.0
Shah Abrar Hussain,18,95,5,1,18.95
Prasad Anish,18,60,0,0,30.0
GC Murtaza,31,259,13,0,11.97
Sivakumar,9,13,0,0,69.23
S Sheelan,29,28,0,3,103.57
KD Kesuma,273,287,0,34,95.12
S Bist,10,51,1,0,19.61
S Pakhrin,2,32,1,0,6.25
S Borakambi,2,10,0,0,20.0
S Ranade,10,64,5,0,15.62
P Gundecha,9,48,2,0,18.75
SD Hussein,2,6,0,0,33.33
M Salum,2,22,3,0,9.09
Kanchan Shrestha,2,9,0,0,22.22
S Kizito,3,41,1,0,7.32
T Gwandu,20,187,13,0,10.7
BJ Bennett,607,488,6,85,124.39
TF van Woerkom,1,7,0,0,14.29
JS Ndanu,49,240,6,0,20.42
L Mabhero,11,272,10,0,4.04
C Muthoni,208,267,0,20,77.9
P Agboya,114,409,21,13,27.87
A Adekunle,17,277,12,0,6.14
C Chukwuonye,54,212,15,1,25.47
M Uwase,311,383,0,32,81.2
L Anyait,28,340,14,0,8.24
MJ Tumukunde,19,102,4,0,18.63
M Ariokot,58,130,2,4,44.62
S Niyomuhoza,137,171,0,16,80.12
GY Prastama,9,13,0,0,69.23
Kulwinderjeet Singh,170,118,2,27,144.07
AA Rahayu,30,58,2,3,51.72
S Udawaththa,12,12,0,0,100.0
T Suri,82,85,0,8,96.47
D Parashar,0,21,1,0,0.0
Harmeet Singh,272,659,25,27,41.27
SC van Schalkwyk,127,366,17,11,34.7
AGS Gous,732,496,0,97,147.58
Khalid Kail,301,269,0,33,111.9
MB Kruger,324,289,0,42,112.11
OEG Baartman,21,232,15,0,9.05
AK Sah,227,182,0,31,124.73
M Levitt,572,434,2,82,131.8
SA Engelbrecht,293,266,5,33,110.15
NP Kenjige,32,403,19,0,7.94
Tanzid Hasan,364,292,0,47,124.66
JT Brassell,28,245,9,1,11.43
Shayan Jahangir,262,186,0,33,140.86
Milind Kumar,199,276,6,12,72.1
Nangeyalia Kharote,9,92,5,0,9.78
K Chigora,32,147,8,0,21.77
C Mutasa,26,72,1,2,36.11
B Biza,152,267,9,13,56.93
Mohammad Ishaq,85,57,0,11,149.12
Ijaz Ahmad Ahmadzai,39,36,0,4,108.33
S Godara,119,247,12,12,48.18
Utkarsh Jain,25,202,14,1,12.38
Huang Junjie,42,86,0,3,48.84
Zou Kui,22,45,0,0,48.89
JN Dorji,73,91,0,8,80.22
Mohamed Ishmath,14,167,5,0,8.38
R Sharma,85,125,5,10,68.0
S Banamali,18,115,4,0,15.65
Ismail Ali,195,178,0,21,109.55
KH Abe,273,215,1,29,126.98
MK Thakur,157,394,15,14,39.85
AV Lazarus,465,379,0,54,122.69
Waji Ul Hassan,250,255,3,32,98.04
Zuhair Muhammad,9,18,0,0,50.0
Salvin Stanly,46,74,1,2,62.16
K Kato-Stafford,67,184,15,7,36.41
C Hinze,94,417,28,4,22.54
Shahzaib,12,60,3,0,20.0
Dhananjay Rao,22,155,8,0,14.19
Shenjian Zheng,53,47,0,8,112.77
Jason Lui,18,18,0,2,100.0
M Thurgate,20,13,0,3,153.85
A Suwanchonrathi,29,127,5,4,22.83
Zhi Xinyu,6,9,0,1,66.67
D Wulandari,87,194,4,8,44.85
A Gunasekar,14,87,1,1,16.09
N Joshi,60,68,0,2,88.24
Sana Butt,9,22,0,0,40.91
Aishath Meesa Rameez,17,96,3,0,17.71
Nabaa Naseem,10,103,5,0,9.71
Fathimath Anaal,4,23,0,0,17.39
Hawwa Shaaiqa,9,30,0,0,30.0
Fathimath Malha,6,41,0,0,14.63
TB Pawde,14,27,0,1,51.85
Mehak Thakur,9,28,1,0,32.14
CM Saldanha,3,13,0,0,23.08
SKPD Ayu,0,12,2,0,0.0
ZL Thoon,57,234,14,2,24.36
Yang Yu Xuan,5,52,3,0,9.62
KP Bhuva,0,2,0,0,0.0
Taful Elkhair,1,2,0,0,50.0
Hawwa Ifasha,2,9,0,0,22.22
Leen Luthufee,0,11,0,0,0.0
SK Shetty,2,16,1,0,12.5
S Jeelany,7,28,0,0,25.0
Nishma Pereira,2,11,0,0,18.18
Durriya Malik,0,1,0,0,0.0
Chayanisa Phengpaen,4,32,3,0,12.5
Abhishek Sharma,177,205,3,27,86.34
J Campbell,247,207,1,27,119.32
R Parag,110,147,5,12,74.83
Dhruv Jurel,7,14,0,1,50.0
TU Deshpande,1,37,2,0,2.7
W Ngowhuad,9,28,3,0,32.14
T Chopel,1,14,0,0,7.14
Tashi Dorji,4,29,1,0,13.79
Hazrat Luqman,14,44,1,0,31.82
J Jarvis,61,154,8,5,39.61
Zuhaib Zubair,13,45,0,1,28.89
C Tear,54,64,0,6,84.38
J Dickinson,16,39,1,1,41.03
R Chopra,79,82,0,7,96.34
Omid Shafi Rahman,8,81,5,0,9.88
A Valthapa,5,12,0,1,41.67
PD Blignaut,0,84,4,0,0.0
NRJ Croes,46,44,0,4,104.55
K Klein,27,142,11,1,19.01
Amir Farooq,92,236,9,8,38.98
Shahzaib Jamil,103,85,0,9,121.18
R Theruvath,8,9,0,0,88.89
P Gopalkrishnan,2,9,1,0,22.22
J Masquater,88,122,0,11,72.13
TL Cutler,80,276,9,8,28.99
Sefu Athumani,1,7,0,0,14.29
Aakash Chand,8,71,7,0,11.27
J Winster,5,92,5,0,5.43
L Jones,19,96,4,2,19.79
K Reyneke,31,97,4,2,31.96
C Wyngaard,0,6,0,0,0.0
G Jafta,9,68,4,0,13.24
J Botha,298,1007,42,28,29.59
M Smit,74,65,0,6,113.85
U Peace,17,184,8,0,9.24
S Naidu,6,100,2,0,6.0
S Tuhadeleni,12,165,10,0,7.27
N Baneti,2,7,0,0,28.57
S Lourens,3,6,0,0,50.0
R Mupfudza,124,128,0,12,96.88
SPS Shikongo,11,82,4,0,13.41
JC Balt,82,176,2,3,46.59
S Fouch̩,50,87,1,5,57.47
GJ van Rensburg,86,157,2,6,54.78
T Musekiwa,93,151,8,12,61.59
O Muzondo,28,121,11,2,23.14
WT Mubayiwa,8,118,6,0,6.78
TZ Chataira,10,48,5,0,20.83
M Joseph,10,8,0,1,125.0
H Pieterse,64,54,1,7,118.52
G Van Heerden,113,60,0,15,188.33
L Botha,50,43,1,8,116.28
E Frosler,0,12,0,0,0.0
L Ntanzi,2,8,0,0,25.0
J Prodehl,0,24,2,0,0.0
J Raubenheimer,2,25,3,0,8.0
AQM Yako,3,20,0,0,15.0
N Mugabe,381,365,0,45,104.38
L Nyarko,6,74,4,0,8.11
Aarnav Patel,10,51,3,0,19.61
P Yevugah,22,30,0,1,73.33
K Macheka,11,43,4,0,25.58
TB Robinson,95,74,0,12,128.38
Abrar Ahmed,0,48,2,0,0.0
Irfan Khan,48,38,0,6,126.32
ZGF Foulkes,50,123,5,2,40.65
W O'Rourke,9,77,4,0,11.69
Ahmed Aqeel,330,318,3,31,103.77
U Bhagwan,8,79,2,1,10.13
Usman Rafiq,0,12,1,0,0.0
J Gumbie,50,53,0,6,94.34
G Chilia,34,52,0,2,65.38
S Immadi,6,87,2,0,6.9
S Gimhani,5,94,7,0,5.32
Pooja Ganesh,22,31,0,3,70.97
Pooja Shah,24,16,0,2,150.0
K Frank,6,19,0,0,31.58
D Lohia,0,30,0,0,0.0
Najiha Alvi,16,17,0,1,94.12
Song Yangyang,5,27,0,0,18.52
V Sukumaran,165,145,1,22,113.79
Nazmus Sakib,16,18,0,1,88.89
RV Viraj,33,84,2,5,39.29
KDACK Gunarathne,8,18,0,0,44.44
Syed Haider,42,44,0,2,95.45
Kamran Khan (2),20,25,0,2,80.0
Ahmad Raza,1,38,1,0,2.63
Raunaq Kapur,3,17,1,0,17.65
Ubaid Minhas,11,10,0,0,110.0
Muhammad Babar,67,36,0,10,186.11
G Richardson,5,28,1,0,17.86
J Kemp,4,7,0,0,57.14
W Perchard,4,27,0,0,14.81
N Chaihan,0,2,0,0,0.0
Suabika Manivannan,14,88,2,0,15.91
Ishma Tanjim,24,35,0,2,68.57
TP Kanwar,5,99,1,0,5.05
Nur Izzatul Syafiqa,6,16,0,0,37.5
Sabikun Nahar Jesmin,3,50,3,0,6.0
S Sajana,36,64,0,5,56.25
U Chetry,9,7,0,1,128.57
AIV Benatar,229,345,11,8,66.38
L Dalbina,115,292,4,0,39.38
N Caruana,230,354,8,6,64.97
M Valner,105,350,6,1,30.0
RA Reilly,100,94,0,9,106.38
V Frey,54,116,4,1,46.55
EAS Ferrary,178,290,15,12,61.38
L Sormus,152,353,7,2,43.06
P Raghunath,32,57,0,0,56.14
S Pattenden,26,67,0,0,38.81
LJ Payas,159,204,5,9,77.94
Ragne Hallik,42,116,2,0,36.21
H Mumford,59,211,9,0,27.96
YS Blagg,57,179,13,1,31.84
B Wani,38,105,2,1,36.19
H Kerge,79,157,0,0,50.32
N Zholudz,48,106,0,1,45.28
N Tykhonravova,24,52,0,0,46.15
M Frey,8,25,0,0,32.0
CT McNally,98,101,0,8,97.03
E Ellermaa,18,56,0,0,32.14
M Paryani,2,8,2,0,25.0
DT Doram,6,140,9,0,4.29
SB Wagh,63,92,0,3,68.48
S Pillai,37,132,5,5,28.03
D Ganesh,12,114,5,0,10.53
Imran Ahmed Kaneez,23,99,5,0,23.23
S Murari,12,103,3,1,11.65
S Elayaperumal,6,28,0,0,21.43
GE Gutierrez Chavez,3,5,0,0,60.0
D Rawat,51,130,8,5,39.23
R Ankad,60,193,8,3,31.09
G Singhdeo,22,29,0,3,75.86
SU Halarnkar,0,4,0,0,0.0
G Murali,76,106,0,5,71.7
KO Altamirano,0,1,0,0,0.0
K Shivam,0,4,0,0,0.0
RR Saun,25,34,0,2,73.53
JM Obando,0,5,0,0,0.0
DV Devjani Mutreja,3,5,1,0,60.0
YJC Altamirano,1,2,0,0,50.0
Seetharam Guruvayoorappan,54,69,0,4,78.26
A Tripathi,4,19,0,0,21.05
PV Naringrekar,0,2,0,0,0.0
T Ariuntsetseg,85,315,5,2,26.98
O Erdenebaatar,117,465,6,1,25.16
B Namuunzul,52,176,1,0,29.55
M Enkhzul,63,229,8,0,27.51
J Erdenesuvd,19,168,0,0,11.31
O Amarjargal,52,205,3,0,25.37
B Ichinkhorloo,62,181,0,0,34.25
SI Bara,14,149,11,0,9.4
E Khaliunaa,14,45,0,0,31.11
G Anujin,30,62,0,2,48.39
G Urjindulam,20,63,0,1,31.75
Hilva Noor,91,158,7,0,57.59
B Bulganchimeg,0,1,0,0,0.0
IGASF Pratiwi,53,67,0,0,79.1
NKD Murtiari,25,123,7,0,20.33
B Narangerel,3,12,0,0,25.0
NKDP Putri,12,85,4,1,14.12
TJP Weo,7,12,0,0,58.33
R Rohmalia,18,58,7,1,31.03
JRD Ngana,6,16,0,0,37.5
DA Sasrikayoni,24,33,0,0,72.73
Habiba Islam,2,13,0,0,15.38
S Asha,9,150,9,0,6.0
K Inakale,46,110,0,0,41.82
R Shimwamana,32,222,10,1,14.41
AL Mundundo,53,192,4,1,27.6
L Chipanga,28,154,5,0,18.18
K Mohanoe,20,42,0,1,47.62
D Uwizeye,3,15,1,0,20.0
A Motorwala,0,1,0,0,0.0
G Ingabire,34,65,1,4,52.31
DJ Mokoatsela,11,25,0,0,44.0
K Mabitle,0,2,0,0,0.0
L Ufitinema,9,16,0,1,56.25
L Kooagile,4,14,1,0,28.57
T Moitoi,0,3,0,0,0.0
J Sonia,6,20,1,0,30.0
S Smale,39,31,0,5,125.81
PJ Scholfield,37,25,0,4,148.0
GL Adams,44,64,0,3,68.75
C Pavely,16,56,4,1,28.57
R MacDonald-Gay,9,15,1,0,60.0
CE Coulter Reilly,2,1,0,0,200.0
PE Kruger,90,189,9,9,47.62
N Peter,32,125,7,2,25.6
RD Rickelton,252,177,0,31,142.37
T Amarmend,119,370,8,7,32.16
Z Shurentsetseg,44,218,6,1,20.18
M Vivekanandan,115,398,9,8,28.89
H Upadhyay,18,37,0,0,48.65
G Ganbold,54,127,0,1,42.52
Abdul Samad,2,36,4,0,5.56
K Lake,9,56,3,0,16.07
B Ito-Davis,149,227,16,12,65.64
A Kadowaki Fleming,136,80,0,12,170.0
A Kalasi,24,185,11,1,12.97
Gaurav Tiwari,121,337,11,7,35.91
H Niaz,174,123,0,25,141.46
C Roberts,240,233,0,24,103.0
Kamran Ahmadzai,223,238,9,28,93.7
Zaheer Zahiri,59,216,15,4,27.31
S Stanikzay,21,207,6,0,10.14
F Khaliq,74,160,8,7,46.25
D Dewald,79,267,9,4,29.59
Waqas Ali,24,57,3,0,42.11
Zaki Ul Hassan,12,62,3,1,19.35
Ikbal Hossain,19,67,3,1,28.36
Taj Nehar,8,18,0,0,44.44
S Joseph,31,189,10,1,16.4
A Athanaze,80,64,0,9,125.0
KT Maphaka,11,74,1,0,14.86
JF Smith,6,6,0,0,100.0
DR Mousley,6,31,2,0,19.35
T Hinds,16,18,0,1,88.89
M Landsman,41,58,2,3,70.69
HA Daluwatta,17,35,1,0,48.57
Ilenia Sims,166,266,9,8,62.41
S Khurana,42,44,0,1,95.45
MIW van den Raad,10,23,0,0,43.48
T Araliya,26,79,3,1,32.91
K Kaur,0,3,0,0,0.0
IU Jayamannage,0,5,0,0,0.0
Manan Bashir,36,32,0,6,112.5
Firas Hussain,109,129,2,14,84.5
M Gogev,144,238,5,13,60.5
Jakob Gul,35,28,0,4,125.0
C Pyle,161,146,0,18,110.27
Waleed Waqar,2,20,1,0,10.0
Muhammad Moiz,118,222,13,13,53.15
A Rajshekara,123,118,0,13,104.24
H Pile,2,6,0,0,33.33
E Guehoada,11,109,1,0,10.09
SA Nono,16,42,0,0,38.1
CN Messina,6,31,0,0,19.35
A Akurut,4,65,3,0,6.15
A Akhigbe,90,189,1,12,47.62
A Wanjira,121,439,14,8,27.56
V Igbinedion,89,121,0,10,73.55
P Maziya,44,86,0,6,51.16
A Alfonso,16,39,0,1,41.03
A Letuba,3,8,0,0,37.5
M Juma,7,8,0,1,87.5
J Ogolla,3,15,0,0,20.0
P Timong,40,96,10,3,41.67
I Nandera,6,48,3,0,12.5
Geovanis Uwase,32,40,0,3,80.0
J Ajiambo,19,199,14,0,9.55
CSN Mbelel,0,2,0,0,0.0
JA Burns,214,149,0,27,143.62
Zain Ali,3,50,4,0,6.0
TJ Draca,12,103,8,0,11.65
J Vijay,146,118,0,22,123.73
Muhammad Burhan,37,118,7,0,31.36
JAM Henri,41,127,5,2,32.28
Amal Jacob,44,100,3,3,44.0
Danyal Akbar,31,32,0,2,96.88
S Barnett,12,11,0,0,109.09
H McAleer,63,78,0,3,80.77
Karanbir Singh,244,235,4,34,103.83
AN Lascu,145,205,8,24,70.73
Ali Hussain,20,109,3,1,18.35
Waqar Zalmai,8,120,8,0,6.67
Shadnan Khan,4,10,0,0,40.0
Amar Naeem,45,48,0,6,93.75
Baseer Khan,12,12,0,1,100.0
Rameez Khan,45,30,0,6,150.0
WSLK Narayana,72,113,1,11,63.72
LSP Siriwardene,29,47,0,0,61.7
E Bhonkar,9,17,0,0,52.94
Y Divekar,19,30,0,1,63.33
Virendra Kumar,30,81,4,2,37.04
Ibrahim Kursad Dalyan,16,66,1,1,24.24
Abdullah Khan Lodhi,99,113,0,10,87.61
S Clarke,5,10,0,0,50.0
Kamran Wahid,5,42,3,0,11.9
Aviel Warsulkar,3,3,0,0,100.0
Adnan Gondal,2,12,2,0,16.67
Serdar Burak Emir,2,17,0,0,11.76
I Dulani,6,5,0,1,120.0
Toqeer Ahmad,16,130,8,0,12.31
S Simpson,12,60,6,1,20.0
S Burdekin,189,338,14,19,55.92
S Gooch,314,447,15,29,70.25
J Chialoufas,157,173,1,15,90.75
MPGT Ketiyage,197,380,8,18,51.84
Taranjit Singh,187,272,10,23,68.75
A Shahi,114,220,11,13,51.82
B Mahesh,35,106,4,2,33.02
R Siriwardena,57,113,5,5,50.44
R Parkin,18,81,3,1,22.22
R Sekaran,2,4,0,0,50.0
Kamal Raiz,6,34,1,0,17.65
T Kolcunova,164,256,0,9,64.06
M Ulmanova,17,45,2,0,37.78
A Kshirsagar,23,95,3,1,24.21
S Kolcunova,69,179,4,0,38.55
J Kominkova,16,41,1,1,39.02
E Kuncova,35,117,1,0,29.91
K Tesarikova,49,60,0,5,81.67
R Pavlickova,39,89,0,0,43.82
Z Franova,83,115,0,4,72.17
V Volfova,20,27,0,1,74.07
E Vukusic,275,307,4,21,89.58
H Leko,86,183,3,3,46.99
L Krvaric,123,184,3,9,66.85
P Senjug,46,136,4,1,33.82
A Charles,13,21,1,0,61.9
S Kucuksucu,25,110,3,0,22.73
V Romani,11,27,0,0,40.74
Y Korniienko,19,30,0,0,63.33
I Zigante,13,25,0,1,52.0
M Modric,2,13,0,0,15.38
Ying King To,6,7,0,0,85.71
A Joshi,42,83,0,0,50.6
Priyanka Reddy,2,7,0,0,28.57
S Sebastian,4,20,0,0,20.0
R Mikulaskova,0,4,0,0,0.0
Z Flamikova,0,1,0,0,0.0
B Pavlinakova,3,5,0,0,60.0
D Koralalage,47,159,10,0,29.56
A Vessik,61,168,10,0,36.31
S Dunukedeniya,36,132,5,1,27.27
N Liyanage,31,101,6,1,30.69
A Taylor,83,188,3,0,44.15
C Wijesinghe,11,30,1,0,36.67
Asma Shifa,13,26,0,0,50.0
A Dirannehelage,82,195,4,2,42.05
I Chathurani,183,289,8,10,63.32
Viktoria Frey,74,179,3,0,41.34
S Jayakodi,62,106,0,0,58.49
T Gedarage,81,145,0,3,55.86
T De Silva,23,46,0,0,50.0
M Pugi,2,2,0,0,100.0
Joyleen Kaur,4,67,5,0,5.97
NM Salonen,100,268,13,6,37.31
Ghulam Abbas Butt,147,167,1,21,88.02
AJ Parmar,7,156,19,0,4.49
Luka Woods,89,181,3,10,49.17
BM Pecic,55,64,0,3,85.94
B Kohler-Cadmore,89,62,0,14,143.55
Musaddiq Ahmed,116,149,4,18,77.85
M Raikes,1,20,1,0,5.0
M Stanikzai,22,45,1,2,48.89
SKR Mallidi,15,26,0,1,57.69
Zabiullah Zahid,0,1,0,0,0.0
A Mundra,105,67,0,16,156.72
Izaz Ali,8,15,1,1,53.33
Rasheed Ali Mamadkhel,4,7,0,0,57.14
Junaed Mullah,2,12,0,0,16.67
Merwais Shinwari,5,18,1,0,27.78
Saeed Waqar Ali,0,6,0,0,0.0
ZXM Vukusic,132,131,3,14,100.76
M Grzinic,13,55,4,0,23.64
PS Roberts,72,119,1,5,60.5
LW Potthoff,11,44,4,0,25.0
Abdur Rahman Sudais,44,36,0,5,122.22
Bashir Ahmad,5,16,0,1,31.25
A Govorko,1,1,0,0,100.0
J Stanigze,0,24,2,0,0.0
Mansoor Malangzai,29,17,0,4,170.59
Mofassar Saeed,18,20,0,2,90.0
Jaikumar Thakur,6,13,0,0,46.15
Adil Khan,3,26,2,0,11.54
OSB Tilley,2,2,0,0,100.0
MP Yadav,10,78,4,0,12.82
Nithish Kumar Reddy,102,107,3,12,95.33
B Fitchet,121,97,0,18,124.74
M Dale-Bradley,54,206,14,4,26.21
Harry Johnson,13,117,6,0,11.11
C Forshaw,21,161,17,1,13.04
T Britton,1,25,2,0,4.0
R Choden,13,133,6,0,9.77
DAL Paramitha,14,94,4,0,14.89
Sangay Zangmo,1,4,0,0,25.0
LAR Bommareddy,58,169,1,3,34.32
TW Hamid,14,10,2,2,140.0
C Cassell,1,9,0,0,11.11
JJ Davidson,3,10,0,0,30.0
Yves Cyusa,107,186,6,11,57.53
SZ Vayani,41,258,16,2,15.89
P Zuze,37,60,0,2,61.67
I Uboh,2,51,3,0,3.92
Selim Salau,140,141,0,20,99.29
M Akhigbe,5,2,0,1,250.0
C Wickramasinghe,9,42,1,1,21.43
E Bourgaize,2,10,0,0,20.0
E Millington,7,25,0,0,28.0
Rosie Davis,26,30,0,2,86.67
K De La Mare,4,6,0,0,66.67
V Khanduri,19,98,5,0,19.39
A Davidson Soler,102,89,0,9,114.61
P Deol,20,56,0,1,35.71
Ali Rasool,8,70,2,0,11.43
O Duff,7,21,2,0,33.33
M Worndl,45,91,0,3,49.45
R Dianish,99,121,1,13,81.82
E Kuchey,18,56,0,1,32.14
VRB Arachchige,8,59,2,1,13.56
Shayan Khan,5,13,1,0,38.46
Sinan Khan,46,85,3,3,54.12
S Vasilakis,23,86,3,1,26.74
Samader Shadab,40,93,3,2,43.01
Sajid Khan Afridi,79,100,1,8,79.0
Ali Muaaz,17,30,0,1,56.67
M Vandrasi,109,175,8,12,62.29
SJ Hughes-Pinan,13,105,7,1,12.38
N Katechis,6,17,0,0,35.29
A Dowling,3,4,0,0,75.0
Muhammad Tahir,5,29,2,0,17.24
ECB Moore,5,59,3,0,8.47
LM Sims,14,46,5,0,30.43
M Jayphert,2,15,0,0,13.33
J Danikula,58,189,7,3,30.69
Rashid Hashmi,8,17,0,0,47.06
Saghar Manzoor,59,51,0,9,115.69
V Rathinasamy,48,96,3,3,50.0
S Houghton,28,52,0,2,53.85
A Chaubey,38,110,3,2,34.55
A Sathyan,14,31,1,1,45.16
H Satheedevi,26,88,3,2,29.55
K Kekez,15,33,0,1,45.45
D Long Martinez,86,58,0,12,148.28
JL Tutty,26,175,8,0,14.86
OE Taylor,16,152,17,0,10.53
MJM Kavana,11,48,3,0,22.92
AJA Samuels,33,138,3,0,23.91
JMV Junior,14,15,0,1,93.33
Noah Mead,13,97,4,0,13.4
DR Tawake,66,85,0,5,77.65
SM Nash,37,135,4,3,27.41
J Cama,31,28,0,3,110.71
P Dakainivanua,79,201,7,6,39.3
A Sokovagone,181,156,0,22,116.03
D Visser,280,272,12,38,102.94
P Kotoisuva,61,97,3,4,62.89
AZ Shah,8,49,1,0,16.33
JQK Moala,26,151,10,0,17.22
S Tabuisulu,16,134,4,0,11.94
DE Burgess,14,65,4,0,21.54
A Ilaoa,18,14,0,1,128.57
P Sua,0,2,0,0,0.0
T Misi,1,1,0,0,100.0
ST Yalimaiwai,5,64,4,0,7.81
T Wuatai,9,25,0,1,36.0
K Tari,11,24,1,0,45.83
Kau Qalo,32,32,0,3,100.0
TM Anker,2,7,0,0,28.57
BA Viraliliu,40,31,0,3,129.03
L Ostergaard,102,216,9,2,47.22
Alina Aslam,89,209,5,0,42.58
TS Erichsen,127,141,0,8,90.07
P Agrawal,23,149,11,0,15.44
Prachi Kumari,15,36,0,0,41.67
K Pandya,11,9,0,0,122.22
C Ostergaard,24,101,3,1,23.76
Nayab Razwan,54,94,0,2,57.45
Nayab Alizai,74,103,0,2,71.84
A Le Ray,4,28,1,0,14.29
Alice Davis,4,14,1,0,28.57
VB Viyala,26,37,0,0,70.27
ZB Lion-Cachet,35,118,4,1,29.66
J Drysdale,21,156,6,1,13.46
Akhil Kumar,44,109,5,5,40.37
SR Mukkamalla,344,249,0,43,138.15
K Tathgur,7,17,0,0,41.18
Muhammad Umar,104,70,0,10,148.57
Rajkumar Rajendran,12,18,0,1,66.67
Rajab Hussain,3,6,0,0,50.0
Saif Ullah Malik,2,3,0,0,66.67
Mohamed Shiyam,43,82,1,4,52.44
GPK Wijesingha,109,106,0,10,102.83
S Natsagdorj,23,64,0,0,35.94
